animal_number,animal_tag_id,animal_life_no,lactation_days,report_date,day_production,rumination_minutes,intake_total,rest_feed,failures,milkings,fat_protein_ratio,scc_indication,refusals,day_production_dev,source_file
1371,,US DD1889,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1373,,US DD1891,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1374,,US DD1892,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1375,,US 1893,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1376,,US DD1894,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1378,,US DD1896,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1379,,US DD1897,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1380,,US DD1898,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1381,,US DD1899,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1382,,US DD1900,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1383,,US DD1901,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1384,,US DD1902,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1385,,US DD1903,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1386,,US DD1904,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1387,,US DD1905,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1388,,US DD1906,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1389,,US DD907,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1390,,US DD1908,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1391,,US DD1909,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1392,,US DD1910,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1393,,US DD1911,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1394,,US DD1912,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1395,,US DD1913,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1396,,US 1914,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1397,,US DD1915,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1398,,US 1916,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1399,,US DD1917,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1400,,US DD1918,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1401,,US DD1919,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1402,,US DD1920,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1403,,US DD1921,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1404,,US DD1922,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1407,,US DD1925,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1408,,US DD1926,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1410,,US DD1928,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1411,,US DD1929,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1412,,US DD1930,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1413,,US DD193114,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1414,,US DD1932,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1415,,US DD1933,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1416,,DD1934,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1417,,US DD1935,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1418,,US DD1936,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1419,,US DD1937,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1420,,US DD1938,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1421,,US 1939,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1422,,US 1940,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1423,,US 1941,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1424,,US DD1942,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1425,,US 1943,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1426,,US DD 1944,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1427,,US 1945,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1428,,DD1946,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1429,,DD1947,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1430,,US DD1948,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1431,,US DD1949,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1432,,US 1950,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1433,,US DD1951,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1434,,US DD1952,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1435,,US DD1953,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1436,,DD1954,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1437,,DD1793,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1438,,US DD1956,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1439,,US DD1957,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1441,,DD1959,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1442,,US DD1960,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1443,,US DD1961,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1444,,US DD1962,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1445,,USDD1964,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1446,,USDD1965,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1447,,US DD1966,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1449,,USDD1968,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1450,,US DD1969,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1451,,US DD1970,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1452,,US DD1971,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1453,,US DD1972,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1454,,US DD1973,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1456,,US DD1975,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1457,,US DD1976,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1458,,US DD1977,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1459,,US 1978,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1460,,US DD1979,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1461,,US DD1980,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1462,,USDD1981,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1463,,US DD1982,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1464,,US DD1983,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1465,,US DD1984,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1466,,US DD1985,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1467,,US 1986,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1468,,US 1987,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1469,,US DD1988,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1470,,US DD1989,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1471,,US DD1990,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1472,,US DD1991,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1473,,DD 1992,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1474,,US DD1993,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1475,,US 1994,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1476,,US DD1995,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1477,,US DD1996,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1478,,US DD1997,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1479,,US DD1998,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1480,,US DD1999,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1481,,US DD2000,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1482,,US DD2001,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1485,,US DD2004,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1486,,US D2005,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1487,,US DD2006,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1488,,US DD2007,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1489,,US DD2008,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1490,,US DD2009,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1491,,DD2010,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1492,,US DD2011,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1493,,US DD2012,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1494,,US DD2013,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1497,,US 2015,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1498,,US DD2017,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1499,,US DD2018,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1500,,US DD2019,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1501,,US DD2020,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1502,,US DD2021,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
1503,,US DD2022,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
20042,,,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
20047,,,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
20049,,,,2026-04-04,,,,,,,,,,,Voice Agent Report Historical 4.4.3.csv
2,3086479,US DD1654,16,2026-04-05,50.3,498,13.19,1.69,0,2,1.04,,3,1.54,Voice Agent Report Historical 4.6.5.csv
3,3086603,US 1744,13,2026-04-05,49.2,566,17.21,0.19,1,2,0.92,,0,-3.09,Voice Agent Report Historical 4.6.5.csv
4,3086632,US DD1724,24,2026-04-05,36.4,183,6.13,4.26,0,1,1.19,,0,-0.44,Voice Agent Report Historical 4.6.5.csv
6,3087355,DD1449,321,2026-04-05,90.4,528,25,0.44,0,4,1.37,25,1,-10.8,Voice Agent Report Historical 4.6.5.csv
7,3087274,DD1542,270,2026-04-05,50.3,633,11.71,0.45,0,2,1.6,,3,-5.73,Voice Agent Report Historical 4.6.5.csv
10,3086174,US DD1571,264,2026-04-05,50.9,507,12.49,0.33,0,2,1.34,,7,-20.06,Voice Agent Report Historical 4.6.5.csv
12,3086327,US DD1752,,2026-04-05,,,,,,,,,,,Voice Agent Report Historical 4.6.5.csv
13,3086569,US DD1602,214,2026-04-05,62.8,519,16.85,0.23,1,3,1.1,612,3,-5.51,Voice Agent Report Historical 4.6.5.csv
14,3087979,DD1332,198,2026-04-05,70.3,515,17.68,0.35,0,3,1.1,24,2,-11.9,Voice Agent Report Historical 4.6.5.csv
15,3087121,DD1546,278,2026-04-05,50.3,379,13.05,0.22,0,3,1.36,,4,-7.05,Voice Agent Report Historical 4.6.5.csv
16,3087866,DD1357,221,2026-04-05,54,458,9.81,0.18,0,2,1.16,,5,-6.61,Voice Agent Report Historical 4.6.5.csv
17,3086731,US DD1660,330,2026-04-05,85.1,398,16.07,0.26,0,3,1.3,,0,-2.43,Voice Agent Report Historical 4.6.5.csv
20,3086114,DD1558,145,2026-04-05,50.3,437,11.78,1.9,0,2,1.18,,0,-4.63,Voice Agent Report Historical 4.6.5.csv
21,3087503,DD1420,282,2026-04-05,73.9,485,18.93,0.34,0,3,1.43,58,0,-17.64,Voice Agent Report Historical 4.6.5.csv
22,3087348,DD1022,287,2026-04-05,32.2,526,5.36,0.7,0,1,1.57,63,0,-0.22,Voice Agent Report Historical 4.6.5.csv
23,3087231,DD1471,362,2026-04-05,53.1,472,19.33,0.28,0,4,1.31,,19,-18.74,Voice Agent Report Historical 4.6.5.csv
24,3086116,DD1490,121,2026-04-05,87.7,536,18.1,0.27,0,3,1.2,123,0,-8.82,Voice Agent Report Historical 4.6.5.csv
25,3087364,US DD1567,276,2026-04-05,30,430,14.25,0.4,0,3,1.5,,3,-8.82,Voice Agent Report Historical 4.6.5.csv
26,3087118,DD1478,240,2026-04-05,103.2,567,17.74,1.11,13,1,1.09,42,1,-11.02,Voice Agent Report Historical 4.6.5.csv
27,3087387,US DD1655,2,2026-04-05,27.3,324,4.75,1.44,0,2,1.15,,0,1.1,Voice Agent Report Historical 4.6.5.csv
28,3087460,DD1380,154,2026-04-05,56.7,516,14.23,0.22,0,3,1.35,38,3,-5.07,Voice Agent Report Historical 4.6.5.csv
29,3086671,DD1595,285,2026-04-05,52.7,439,16.79,0.19,0,3,0.97,,0,-6.39,Voice Agent Report Historical 4.6.5.csv
30,3087392,US DD1646,,2026-04-05,,,,,,,,,,,Voice Agent Report Historical 4.6.5.csv
31,3087281,DD1394,103,2026-04-05,93.7,499,16.19,0.39,0,4,1.16,113,3,-1.98,Voice Agent Report Historical 4.6.5.csv
32,3087545,DD1494,104,2026-04-05,100.7,587,16.79,0.36,0,4,1.2,42,5,-14.11,Voice Agent Report Historical 4.6.5.csv
34,3086177,DD1364,53,2026-04-05,65,384,16.37,2.29,0,3,1.35,2517,1,3.53,Voice Agent Report Historical 4.6.5.csv
35,3087215,DD1400,377,2026-04-05,,488,,,,,,,,,Voice Agent Report Historical 4.6.5.csv
37,3087451,US DD1768,355,2026-04-05,49.4,536,16.93,0.27,0,3,1.55,,3,-13.01,Voice Agent Report Historical 4.6.5.csv
39,6642027,US DD1662,481,2026-04-05,,515,,,,,,,,,Voice Agent Report Historical 4.6.5.csv
40,3087510,DD1397,133,2026-04-05,83.6,439,19.4,0.37,0,4,1.22,381,1,-12.35,Voice Agent Report Historical 4.6.5.csv
41,3087391,DD1514,273,2026-04-05,71.9,518,15.38,0.21,0,3,1.27,,11,-10.36,Voice Agent Report Historical 4.6.5.csv
42,3087165,DD1262,141,2026-04-05,23.1,555,8.1,0.08,0,2,1.46,1983,1,7.5,Voice Agent Report Historical 4.6.5.csv
43,3086557,US DD1675,46,2026-04-05,85.3,556,17.2,0.37,0,3,1.26,2753,0,-7.72,Voice Agent Report Historical 4.6.5.csv
45,3086129,DD1462,330,2026-04-05,,408,,,,,,,,,Voice Agent Report Historical 4.6.5.csv
46,3351614,DD1415,229,2026-04-05,81.8,538,17.5,0.35,0,4,1.2,561,1,-10.14,Voice Agent Report Historical 4.6.5.csv
47,3087308,DD1495,43,2026-04-05,129.2,564,19.46,0.56,0,4,1.05,22,15,-21.16,Voice Agent Report Historical 4.6.5.csv
48,3087565,DD1534,238,2026-04-05,59.1,416,13.62,0.2,0,3,1.27,,3,-5.73,Voice Agent Report Historical 4.6.5.csv
49,3086283,DD1488,362,2026-04-05,,487,,,,,,,,,Voice Agent Report Historical 4.6.5.csv
50,3086511,DD1503,263,2026-04-05,61.3,541,13.26,0.2,0,3,1.41,,3,-8.16,Voice Agent Report Historical 4.6.5.csv
52,3087406,DD1733,12,2026-04-05,72.3,582,13.26,0.39,1,3,0.93,,11,4.85,Voice Agent Report Historical 4.6.5.csv
53,3086247,DD1508,269,2026-04-05,80.5,511,17.14,0.27,0,4,1.2,24,0,-5.73,Voice Agent Report Historical 4.6.5.csv
55,3183487,DD1510,277,2026-04-05,40.1,404,10.65,0.99,0,2,1.28,,1,-4.19,Voice Agent Report Historical 4.6.5.csv
56,3086452,DD1453,224,2026-04-05,55.6,555,11.9,1.35,0,2,1.45,110,0,-4.63,Voice Agent Report Historical 4.6.5.csv
57,3087322,DD1285,131,2026-04-05,77.4,578,12.84,0.41,0,2,1.33,,7,-6.17,Voice Agent Report Historical 4.6.5.csv
58,3086115,US DD1766,371,2026-04-05,63.5,511,13.99,0.19,0,3,1.28,194,0,-9.48,Voice Agent Report Historical 4.6.5.csv
59,3087697,US DD1767,384,2026-04-05,22.5,577,2.56,2.02,1,0,1.78,,1,-5.29,Voice Agent Report Historical 4.6.5.csv
60,3087116,US DD1640,6,2026-04-05,32.8,583,6.31,3.57,1,2,1.2,,0,0.22,Voice Agent Report Historical 4.6.5.csv
61,3086148,DD1550,258,2026-04-05,50.7,455,11.15,0.18,0,2,1.4,,13,-8.38,Voice Agent Report Historical 4.6.5.csv
62,3087292,US DD1627,190,2026-04-05,84,618,18.1,0.34,0,4,1.28,39,1,-17.42,Voice Agent Report Historical 4.6.5.csv
63,3086272,DD1423,325,2026-04-05,56,509,12.62,0.24,0,3,1.37,522,2,-5.29,Voice Agent Report Historical 4.6.5.csv
64,3087236,US DD1624,1,2026-04-05,41.4,356,3.88,1.23,1,1,1.59,,0,9.7,Voice Agent Report Historical 4.6.5.csv
66,3087248,DD1170,100,2026-04-05,91.3,508,17.5,0.46,1,3,1.13,46,1,-6.39,Voice Agent Report Historical 4.6.5.csv
67,3086685,US DD1707,6,2026-04-05,54.7,607,8.04,0.1,0,3,1.1,,3,3.53,Voice Agent Report Historical 4.6.5.csv
69,3087141,DD1473,318,2026-04-05,88.6,490,15.95,0.28,0,4,1.24,43,10,-13.67,Voice Agent Report Historical 4.6.5.csv
71,3087258,DD1447,367,2026-04-05,83.3,497,20.3,0.41,0,5,1.45,65,5,-20.5,Voice Agent Report Historical 4.6.5.csv
72,3087950,DD1501,53,2026-04-05,89.5,448,15.71,0.27,0,3,0.96,29,2,0.66,Voice Agent Report Historical 4.6.5.csv
73,3542905,DD1328,194,2026-04-05,67.7,487,15.3,0.22,0,3,1.44,1247,2,-13.67,Voice Agent Report Historical 4.6.5.csv
74,3087864,US DD1559,258,2026-04-05,54.7,432,13.83,0.19,0,3,1.39,,11,-5.73,Voice Agent Report Historical 4.6.5.csv
75,3088111,US DD1583,219,2026-04-05,45.2,655,14.53,1.15,0,3,1.16,,0,-12.57,Voice Agent Report Historical 4.6.5.csv
76,3087596,DD1349,457,2026-04-05,61.5,475,17.26,0.27,0,3,1.47,234,0,-4.41,Voice Agent Report Historical 4.6.5.csv
77,3086851,DD1365,45,2026-04-05,63.7,517,17.26,0.28,0,3,1.62,,1,3.09,Voice Agent Report Historical 4.6.5.csv
78,3087494,DD1435,68,2026-04-05,96.3,553,19.35,0.44,0,5,1.01,1965,4,-10.36,Voice Agent Report Historical 4.6.5.csv
80,3086149,DD1406,326,2026-04-05,61.1,486,15.89,0.31,0,4,1.44,1951,10,0.44,Voice Agent Report Historical 4.6.5.csv
81,3087668,US DD1574,250,2026-04-05,60,478,13.4,0.22,0,3,1.35,,11,-10.36,Voice Agent Report Historical 4.6.5.csv
82,3087220,DD1523,279,2026-04-05,30,522,6.14,0.03,0,1,1.42,,0,-10.14,Voice Agent Report Historical 4.6.5.csv
83,6641288,DD1426,208,2026-04-05,89.9,636,22.98,0.47,0,5,1.26,100,7,-9.04,Voice Agent Report Historical 4.6.5.csv
84,3086109,US DD1565,249,2026-04-05,86.6,546,16.72,0.41,0,4,1.15,,7,-16.31,Voice Agent Report Historical 4.6.5.csv
86,3087212,US DD1610,282,2026-04-05,47.8,498,12.06,0.24,0,2,1.23,,7,-8.82,Voice Agent Report Historical 4.6.5.csv
87,3087609,DD1522,294,2026-04-05,55.3,521,8.75,0.15,0,2,1.56,,40,-31.08,Voice Agent Report Historical 4.6.5.csv
88,3087586,US DD1608,11,2026-04-05,61.5,577,15.8,0.48,0,4,1.09,,13,9.26,Voice Agent Report Historical 4.6.5.csv
89,3087349,US DD1763,310,2026-04-05,66.4,592,13.33,0.19,0,2,1.28,76,1,-13.01,Voice Agent Report Historical 4.6.5.csv
90,3087156,DD1599,5,2026-04-05,31.5,604,6.56,2.61,0,2,1.1,,1,4.19,Voice Agent Report Historical 4.6.5.csv
91,3087334,US DD1396,452,2026-04-05,57.1,491,12.8,0.26,0,3,1.41,135,8,-8.16,Voice Agent Report Historical 4.6.5.csv
92,3087516,DD1433,182,2026-04-05,86.4,474,24.58,0.92,0,4,1.22,2069,3,-9.48,Voice Agent Report Historical 4.6.5.csv
93,3086243,DD1425,333,2026-04-05,66.4,554,16.01,0.25,0,4,1.29,94,7,-15.43,Voice Agent Report Historical 4.6.5.csv
94,3087594,DD1476,191,2026-04-05,71.9,542,13.21,0.93,0,2,1.2,158,0,-5.95,Voice Agent Report Historical 4.6.5.csv
95,3086498,DD1493,277,2026-04-05,57.5,482,17.8,1.17,0,3,1.73,129,0,-17.2,Voice Agent Report Historical 4.6.5.csv
96,3087977,DD1196,226,2026-04-05,72.1,559,12.14,0.17,0,2,1.28,73,0,-5.73,Voice Agent Report Historical 4.6.5.csv
97,3088051,DD1373,476,2026-04-05,0,419,,,0,0,,,5,0,Voice Agent Report Historical 4.6.5.csv
98,3087882,DD1487,109,2026-04-05,113.5,590,18.75,0.31,0,3,1.14,84,0,-12.13,Voice Agent Report Historical 4.6.5.csv
99,3352005,US DD1585,241,2026-04-05,51.8,508,16.65,0.26,0,3,1.33,,3,-11.68,Voice Agent Report Historical 4.6.5.csv
101,3087282,DD1272,234,2026-04-05,87.5,361,11.9,0.21,0,2,1.42,,0,-5.95,Voice Agent Report Historical 4.6.5.csv
103,3087255,DD1438,20,2026-04-05,128.3,604,18.99,0.47,0,4,1.16,30,1,-3.09,Voice Agent Report Historical 4.6.5.csv
105,3087401,US DD1748,130,2026-04-05,99.4,397,21.79,0.34,0,4,1.32,102,2,-14.11,Voice Agent Report Historical 4.6.5.csv
106,3087159,US DD1556,,2026-04-05,,230,,,,,,,,,Voice Agent Report Historical 4.6.5.csv
108,3542732,DD1479,232,2026-04-05,87.5,509,20,1.63,0,3,1.36,89,0,-14.55,Voice Agent Report Historical 4.6.5.csv
109,3353222,US DD1611,245,2026-04-05,52.7,550,14.74,0.21,0,3,1.35,,2,-5.07,Voice Agent Report Historical 4.6.5.csv
110,3087310,DD1351,247,2026-04-05,83.8,618,16.43,0.36,0,4,1.44,522,8,-8.82,Voice Agent Report Historical 4.6.5.csv
111,3086497,DD1402,351,2026-04-05,69.2,523,14.76,0.2,0,3,1.39,389,6,-8.6,Voice Agent Report Historical 4.6.5.csv
115,3087667,DD1442,2,2026-04-05,48.7,467,5.89,0.13,0,4,1.22,,6,5.07,Voice Agent Report Historical 4.6.5.csv
116,3086998,DD1407,372,2026-04-05,,442,,,,,,,,,Voice Agent Report Historical 4.6.5.csv
117,3087338,US DD1775,12,2026-04-05,37.5,623,12.55,0.19,2,2,1.17,,0,6.17,Voice Agent Report Historical 4.6.5.csv
118,3087755,US DD1456,327,2026-04-05,88,513,18.1,0.34,0,4,1.39,71,5,-12.13,Voice Agent Report Historical 4.6.5.csv
121,3087395,US DD1700,39,2026-04-05,111.6,542,23.39,0.55,0,4,1.18,54,0,-3.75,Voice Agent Report Historical 4.6.5.csv
123,3086581,DD1443,308,2026-04-05,44.3,569,11.43,2,0,2,1.58,,3,-9.92,Voice Agent Report Historical 4.6.5.csv
124,3087250,DD1486,216,2026-04-05,71.4,371,16.9,0.23,0,3,1.52,50,0,-10.14,Voice Agent Report Historical 4.6.5.csv
125,3087179,DD1502,343,2026-04-05,35.1,449,11.85,1.35,0,2,1.31,,0,-7.94,Voice Agent Report Historical 4.6.5.csv
127,3086217,DD1474,200,2026-04-05,59.5,437,10.89,0.27,0,2,1.31,146,0,-2.65,Voice Agent Report Historical 4.6.5.csv
128,3087160,US DD1759,415,2026-04-05,,423,,,,,,,,,Voice Agent Report Historical 4.6.5.csv
131,3087351,US DD1696,31,2026-04-05,109.1,540,18.55,0.26,0,4,1.16,,1,-7.72,Voice Agent Report Historical 4.6.5.csv
132,3087361,DD1311,465,2026-04-05,,324,,,,,,,,,Voice Agent Report Historical 4.6.5.csv
133,3087396,DD1374,226,2026-04-05,70.1,456,13.33,0.17,0,2,1.21,27,0,-3.75,Voice Agent Report Historical 4.6.5.csv
134,3087229,DD1540,155,2026-04-05,60.2,425,14.29,0.4,0,3,1.18,36,0,-7.28,Voice Agent Report Historical 4.6.5.csv
135,3086678,DD1547,448,2026-04-05,0,448,,,0,0,,,3,0,Voice Agent Report Historical 4.6.5.csv
136,3087368,US DD1819,229,2026-04-05,58,542,13.05,0.42,0,2,1.36,,0,-14.33,Voice Agent Report Historical 4.6.5.csv
137,3087194,US DD1652,8,2026-04-05,50.7,535,9.03,0.17,0,3,1.11,,5,6.83,Voice Agent Report Historical 4.6.5.csv
138,3086806,US DD1697,573,2026-04-05,37,478,9.03,0.12,0,2,1.21,,5,-3.53,Voice Agent Report Historical 4.6.5.csv
139,3087241,DD1445,238,2026-04-05,55.1,442,11.85,1.37,0,2,1.15,,11,-8.38,Voice Agent Report Historical 4.6.5.csv
140,3352078,DD1525,251,2026-04-05,49.6,466,14.67,0.24,0,3,1.34,,11,-7.28,Voice Agent Report Historical 4.6.5.csv
142,3086184,DD1376,531,2026-04-05,,444,,,,,,,,,Voice Agent Report Historical 4.6.5.csv
143,3183515,DD1467,234,2026-04-05,79.6,491,14.76,0.23,0,3,1.49,177,2,-13.89,Voice Agent Report Historical 4.6.5.csv
144,3087427,US DD1755,10,2026-04-05,49.8,488,11.64,0.17,0,3,0.98,,15,7.94,Voice Agent Report Historical 4.6.5.csv
145,3086699,US DD1758,12,2026-04-05,48.5,502,16.3,0.41,0,3,0.94,,1,-1.54,Voice Agent Report Historical 4.6.5.csv
